,id,original_title,genre
27002,6077,13 Tzameti,Action
27003,6077,13 Tzameti,Thriller
27004,214,Saw III,Horror
27005,214,Saw III,Thriller
27006,214,Saw III,Crime
27007,1123,Catch a Fire,Action
27008,1123,Catch a Fire,Drama
27009,1123,Catch a Fire,Thriller
27010,21173,Death of a President,Documentary
27011,21173,Death of a President,Drama
27012,21173,Death of a President,Science Fiction
27013,50573,Little Secrets,Drama
27014,50573,Little Secrets,Family
27015,36922,Der Untertan,History
27016,36922,Der Untertan,Drama
27017,36922,Der Untertan,Comedy
27018,43071,Corto Maltese : La cour secrète des Arcanes,Drama
27019,43071,Corto Maltese : La cour secrète des Arcanes,Animation
27020,43071,Corto Maltese : La cour secrète des Arcanes,History
27021,43071,Corto Maltese : La cour secrète des Arcanes,Adventure
27022,59087,5 Fingers,Drama
27023,14620,The Butterfly Effect 2,Drama
27024,14620,The Butterfly Effect 2,Science Fiction
27025,14620,The Butterfly Effect 2,Thriller
27026,43884,The Charge of the Light Brigade,Action
27027,43884,The Charge of the Light Brigade,Adventure
27028,43884,The Charge of the Light Brigade,Drama
27029,43884,The Charge of the Light Brigade,War
27030,80427,站台,Drama
27031,21156,Šílení,Horror
27032,21156,Šílení,Comedy
27033,21156,Šílení,Foreign
27034,11619,Flushed Away,Adventure
27035,11619,Flushed Away,Animation
27036,11619,Flushed Away,Comedy
27037,11619,Flushed Away,Family
27038,1427,Perfume: The Story of a Murderer,Crime
27039,1427,Perfume: The Story of a Murderer,Fantasy
27040,1427,Perfume: The Story of a Murderer,Drama
27041,23030,Arabesque,Action
27042,23030,Arabesque,Adventure
27043,23030,Arabesque,Thriller
27044,13767,The Santa Clause 3: The Escape Clause,Comedy
27045,13767,The Santa Clause 3: The Escape Clause,Family
27046,13767,The Santa Clause 3: The Escape Clause,Adventure
27047,19109,The Long Weekend,Comedy
27048,19109,The Long Weekend,Romance
27049,33218,Daddy Long Legs,Drama
27050,33218,Daddy Long Legs,Music
27051,33218,Daddy Long Legs,Romance
27053,24553,Les enfants invisibles,Drama
27054,21057,Umi ga Kikoeru,Romance
27055,21057,Umi ga Kikoeru,Animation
27056,21057,Umi ga Kikoeru,Drama
27057,68736,Joe Cocker - Mad Dogs & Englishmen,Music
27058,68736,Joe Cocker - Mad Dogs & Englishmen,Documentary
27059,67880,Four Daughters,Drama
27060,67880,Four Daughters,Music
27061,67880,Four Daughters,Romance
27062,35561,Arizona,Western
27063,60567,মহানগর,Drama
27064,4928,"The World, the Flesh and the Devil",Drama
27065,4928,"The World, the Flesh and the Devil",Science Fiction
27066,27295,Mom and Dad Save the World,Adventure
27067,27295,Mom and Dad Save the World,Comedy
27068,27295,Mom and Dad Save the World,Family
27069,27295,Mom and Dad Save the World,Science Fiction
27070,55831,Boynton Beach Club,Comedy
27071,55831,Boynton Beach Club,Drama
27072,55831,Boynton Beach Club,Romance
27073,12486,Farce of the Penguins,Comedy
27074,12486,Farce of the Penguins,Documentary
27075,20785,Emmet Otter's Jug-Band Christmas,Drama
27076,20785,Emmet Otter's Jug-Band Christmas,Comedy
27077,20785,Emmet Otter's Jug-Band Christmas,Family
27078,9726,A Good Year,Comedy
27079,9726,A Good Year,Drama
27080,9726,A Good Year,Romance
27081,2152,Dixie Chicks: Shut Up and Sing,Documentary
27082,36215,ヴィタール,Drama
27083,36215,ヴィタール,Thriller
27084,36215,ヴィタール,Romance
27085,61650,A Foreign Affair,Comedy
27086,61650,A Foreign Affair,Drama
27087,61650,A Foreign Affair,Romance
27088,10093,The Return,Drama
27089,10093,The Return,Horror
27090,10093,The Return,Thriller
27091,14799,For Your Consideration,Comedy
27092,14799,For Your Consideration,Drama
27093,29044,Street Fight,Documentary
27094,13542,Red Dust,Drama
27095,21710,Fuck,Documentary
27096,8588,Shooting Dogs,Drama
27097,8588,Shooting Dogs,History
27098,36557,Casino Royale,Adventure
27099,36557,Casino Royale,Action
27100,36557,Casino Royale,Thriller
27101,9836,Happy Feet,Animation
27102,9836,Happy Feet,Comedy
27103,9809,Let's Go to Prison,Comedy
27104,9809,Let's Go to Prison,Crime
27105,7551,Déjà Vu,Action
27106,7551,Déjà Vu,Thriller
27107,7551,Déjà Vu,Science Fiction
27108,10741,Bobby,History
27109,10741,Bobby,Drama
27110,9969,Deck the Halls,Comedy
27111,9969,Deck the Halls,Family
27112,2357,10 Items or Less,Comedy
27113,2357,10 Items or Less,Drama
27114,1581,The Holiday,Comedy
27115,1581,The Holiday,Romance
27116,21600,I Wake Up Screaming,Drama
27117,21600,I Wake Up Screaming,Thriller
27118,21600,I Wake Up Screaming,Crime
27119,57977,Luna de Avellaneda,Drama
27120,57977,Luna de Avellaneda,Romance
27121,313,Snow Cake,Romance
27122,313,Snow Cake,Drama
27123,7873,Harsh Times,Crime
27124,7873,Harsh Times,Drama
27125,7873,Harsh Times,Thriller
27126,7873,Harsh Times,Action
27127,14823,London to Brighton,Crime
27128,14823,London to Brighton,Drama
27129,14823,London to Brighton,Thriller
27130,27387,Gacy,Crime
27131,27387,Gacy,Drama
27132,8324,Fast Food Nation,Comedy
27133,8324,Fast Food Nation,Drama
27134,8324,Fast Food Nation,Thriller
27135,29415,La bête humaine,Drama
27136,27019,Céline et Julie vont en bateau,Mystery
27137,27019,Céline et Julie vont en bateau,Drama
27138,27019,Céline et Julie vont en bateau,Comedy
27139,27019,Céline et Julie vont en bateau,Fantasy
27140,85505,Min and Bill,Drama
27141,85505,Min and Bill,Comedy
27142,42822,"20,000 Years in Sing Sing",Drama
27143,42822,"20,000 Years in Sing Sing",Crime
27144,5698,The Great Train Robbery,Action
27145,5698,The Great Train Robbery,Adventure
27146,5698,The Great Train Robbery,Western
27147,36265,Simón del desierto,Comedy
27148,36265,Simón del desierto,History
27149,36265,Simón del desierto,Drama
27150,2179,Tenacious D in The Pick of Destiny,Comedy
27151,2179,Tenacious D in The Pick of Destiny,Music
27152,39219,The Facts of Life,Drama
27153,39219,The Facts of Life,Comedy
27154,39219,The Facts of Life,Romance
27155,47156,It's a Wonderful World,Comedy
27156,47156,It's a Wonderful World,Crime
27157,47156,It's a Wonderful World,Mystery
27158,47156,It's a Wonderful World,Romance
27159,15152,"OSS 117 : Le Caire, nid d'espions",Crime
27160,15152,"OSS 117 : Le Caire, nid d'espions",Action
27161,15152,"OSS 117 : Le Caire, nid d'espions",Adventure
27162,15152,"OSS 117 : Le Caire, nid d'espions",Comedy
27163,14457,Reeker,Horror
27164,14457,Reeker,Mystery
27165,76211,Sitting Pretty,Comedy
27166,38450,The Last Hard Men,Western
27167,15804,牯嶺街少年殺人事件,Crime
27168,15804,牯嶺街少年殺人事件,Drama
27169,15804,牯嶺街少年殺人事件,Romance
27170,14978,Moog,Documentary
27171,14978,Moog,Drama
27172,14978,Moog,Music
27173,14978,Moog,Romance
27174,2447,The Nativity Story,Drama
27175,2447,The Nativity Story,History
27176,10032,Van Wilder 2: The Rise of Taj,Comedy
27177,9796,Turistas,Horror
27178,9796,Turistas,Thriller
27179,1372,Blood Diamond,Drama
27180,1372,Blood Diamond,Thriller
27181,1372,Blood Diamond,Action
27182,22440,Dracula's Daughter,Drama
27183,22440,Dracula's Daughter,Fantasy
27184,22440,Dracula's Daughter,Horror
27185,39554,Doc Savage: The Man of Bronze,Adventure
27186,17604,She,Romance
27187,17604,She,Fantasy
27188,17604,She,Adventure
27189,15077,黑社会2：以和为贵,Drama
27190,15077,黑社会2：以和为贵,Crime
27191,18147,Unaccompanied Minors,Comedy
27192,18147,Unaccompanied Minors,Family
27193,54910,Off the Black,Drama
27194,9986,Charlotte's Web,Comedy
27195,9986,Charlotte's Web,Family
27196,9986,Charlotte's Web,Fantasy
27197,2486,Eragon,Fantasy
27198,2486,Eragon,Action
27199,2486,Eragon,Adventure
27200,2486,Eragon,Family
27201,1246,Rocky Balboa,Drama
27202,43970,جزیره آهنی,Drama
27203,18615,Fur: An Imaginary Portrait of Diane Arbus,Drama
27204,18615,Fur: An Imaginary Portrait of Diane Arbus,Mystery
27205,18615,Fur: An Imaginary Portrait of Diane Arbus,Romance
27206,40574,Girl Shy,Action
27207,40574,Girl Shy,Comedy
27208,40574,Girl Shy,Romance
27209,13210,The Dam Busters,Drama
27210,13210,The Dam Busters,Action
27211,13210,The Dam Busters,History
27212,13210,The Dam Busters,Thriller
27213,13210,The Dam Busters,War
27214,25060,Zombie Honeymoon,Horror
27215,12795,Another Gay Movie,Comedy
27216,12795,Another Gay Movie,Romance
27217,11653,Shen hua,Action
27218,11653,Shen hua,Adventure
27219,11653,Shen hua,Comedy
27220,11653,Shen hua,Drama
27221,11653,Shen hua,Fantasy
27222,16066,Oyster Farmer,Drama
27223,16066,Oyster Farmer,Foreign
27224,16066,Oyster Farmer,Romance
27225,95797,Waterloo Bridge,Drama
27226,95797,Waterloo Bridge,War
27227,77966,Red-Headed Woman,Comedy
27228,77966,Red-Headed Woman,Romance
27229,55819,Daniel,Drama
27230,46948,Power,Drama
27231,97519,Lost Horizon,Adventure
27232,97519,Lost Horizon,Fantasy
27233,97519,Lost Horizon,Romance
27234,43791,The Man Who Never Was,Thriller
27235,43791,The Man Who Never Was,War
27236,43791,The Man Who Never Was,Drama
27237,43791,The Man Who Never Was,History
27238,82944,Something Wild,Drama
27239,14202,The Painted Veil,Drama
27240,14202,The Painted Veil,Romance
27241,11170,We Are Marshall,Drama
27242,12924,雲のむこう、約束の場所,Animation
27243,12924,雲のむこう、約束の場所,Adventure
27244,12924,雲のむこう、約束の場所,Drama
27245,12924,雲のむこう、約束の場所,Romance
27246,12924,雲のむこう、約束の場所,Science Fiction
27247,30060,The Plague Dogs,Adventure
27248,30060,The Plague Dogs,Animation
27249,30060,The Plague Dogs,Drama
27250,1247,The Good Shepherd,Drama
27251,1247,The Good Shepherd,Thriller
27252,1247,The Good Shepherd,History
27253,1125,Dreamgirls,Drama
27254,8436,La tourneuse de pages,Drama
27255,8436,La tourneuse de pages,Music
27256,14277,Loose Change: 2nd Edition,Documentary
27257,11214,We Feed the World,Documentary
27258,33583,Il Decameron,History
27259,33583,Il Decameron,Drama
27260,33583,Il Decameron,Comedy
27261,1646,Freedom Writers,Crime
27262,1646,Freedom Writers,Drama
27263,58923,When the Levees Broke: A Requiem in Four Acts,Documentary
27264,47143,L'intrus,Drama
27265,7736,Katzelmacher,Drama
27266,1730,INLAND EMPIRE,Horror
27267,1730,INLAND EMPIRE,Drama
27268,1730,INLAND EMPIRE,Mystery
27269,1730,INLAND EMPIRE,Thriller
27270,42241,Sebastiane,Drama
27271,20537,Caravaggio,Drama
27272,20537,Caravaggio,History
27273,12812,Wild Side,Drama
27274,8618,The History Boys,Comedy
27275,8618,The History Boys,Drama
27276,1259,Notes on a Scandal,Drama
27277,1259,Notes on a Scandal,Romance
27278,20842,Children Shouldn't Play with Dead Things,Horror
27279,20842,Children Shouldn't Play with Dead Things,Comedy
27280,10908,Inferno,Action
27281,10908,Inferno,Drama
27282,10908,Inferno,Romance
27283,34943,The Face Behind the Mask,Crime
27284,34943,The Face Behind the Mask,Drama
27285,27067,La Vie de Jésus,Romance
27286,27067,La Vie de Jésus,Drama
27287,9053,DOA: Dead or Alive,Adventure
27288,9053,DOA: Dead or Alive,Action
27289,9053,DOA: Dead or Alive,Thriller
27290,1494,滿城盡帶黃金甲,Action
27291,1494,滿城盡帶黃金甲,Drama
27292,1494,滿城盡帶黃金甲,Fantasy
27293,13318,Den brysomme mannen,Comedy
27294,13318,Den brysomme mannen,Drama
27295,13318,Den brysomme mannen,Fantasy
27296,10462,Don't Drink the Water,Comedy
27297,182,The Good German,War
27298,182,The Good German,Crime
27299,182,The Good German,Drama
27300,182,The Good German,Mystery
27301,182,The Good German,Romance
27302,182,The Good German,Thriller
27303,31048,Sweet Land,Drama
27304,31048,Sweet Land,Romance
27305,1251,Letters from Iwo Jima,Action
27306,1251,Letters from Iwo Jima,Adventure
27307,1251,Letters from Iwo Jima,Drama
27308,1251,Letters from Iwo Jima,War
27309,43512,Presenting Lily Mars,Music
27310,43512,Presenting Lily Mars,Romance
27311,9656,Black Christmas,Horror
27312,9656,Black Christmas,Thriller
27313,5393,Happily N'Ever After,Animation
27314,5393,Happily N'Ever After,Comedy
27315,5393,Happily N'Ever After,Family
27316,5393,Happily N'Ever After,Fantasy
27317,5393,Happily N'Ever After,Science Fiction
27318,14171,Home of the Brave,Action
27319,14171,Home of the Brave,Drama
27320,14396,Code Name: The Cleaner,Action
27321,14396,Code Name: The Cleaner,Comedy
27322,14396,Code Name: The Cleaner,Crime
27323,1931,Stomp the Yard,Drama
27324,1931,Stomp the Yard,Music
27325,13967,Miss Potter,Drama
27326,13967,Miss Potter,Family
27327,13967,Miss Potter,Romance
27328,9992,Arthur et les Minimoys,Adventure
27329,9992,Arthur et les Minimoys,Fantasy
27330,9992,Arthur et les Minimoys,Animation
27331,9992,Arthur et les Minimoys,Family
27332,16371,Telmisseomding,Crime
27333,16371,Telmisseomding,Foreign
27334,16371,Telmisseomding,Horror
27335,16371,Telmisseomding,Mystery
27336,16371,Telmisseomding,Thriller
27337,19344,Loving Annabelle,Drama
27338,19344,Loving Annabelle,Romance
27339,8275,American Pie Presents: The Naked Mile,Comedy
27340,79767,Familia rodante,Drama
27341,79767,Familia rodante,Comedy
27342,2433,Les demoiselles de Rochefort,Music
27343,2433,Les demoiselles de Rochefort,Romance
27344,2433,Les demoiselles de Rochefort,Drama
27345,2433,Les demoiselles de Rochefort,Comedy
27346,2204,Alice in den Städten,Drama
27347,42567,David and Bathsheba,Drama
27348,42567,David and Bathsheba,Romance
27349,26518,Old Joy,Drama
27350,14449,Ye yan,Fantasy
27351,14449,Ye yan,Drama
27352,14449,Ye yan,Action
27353,14449,Ye yan,History
27354,13771,Venus,Drama
27355,13771,Venus,Comedy
27356,13771,Venus,Romance
27357,33375,My Bollywood Bride,Comedy
27358,33375,My Bollywood Bride,Romance
27359,10810,Rosario Tijeras,Crime
27360,10810,Rosario Tijeras,Romance
27361,10810,Rosario Tijeras,Drama
27362,1773,American Madness,Crime
27363,1773,American Madness,Drama
27364,11578,Il ritorno di Don Camillo,Comedy
27365,11972,Don Camillo,Comedy
27366,38025,Invisible Waves,Drama
27367,38025,Invisible Waves,Thriller
27368,27095,Douches froides,Drama
27369,31325,Quand j'étais chanteur,Drama
27370,31325,Quand j'étais chanteur,Romance
27371,4283,Primeval,Adventure
27372,7457,Alpha Dog,Crime
27373,7457,Alpha Dog,Drama
27374,8398,The Hitcher,Action
27375,8398,The Hitcher,Horror
27376,8398,The Hitcher,Crime
27377,13551,The Dead Girl,Mystery
27378,13551,The Dead Girl,Drama
27379,13551,The Dead Girl,Crime
27380,13551,The Dead Girl,Thriller
27381,36878,Le Testament d'Orphée,Fantasy
27382,36878,Le Testament d'Orphée,Drama
27383,19166,House Of 9,Thriller
27384,19166,House Of 9,Drama
27385,19166,House Of 9,Horror
27386,19166,House Of 9,Mystery
27387,43470,A Stolen Life,Drama
27388,3549,Efter brylluppet,Drama
27389,25648,시간,Romance
27390,25648,시간,Drama
27391,25648,시간,Mystery
27392,11225,Into Great Silence,Documentary
27393,11225,Into Great Silence,Foreign
27394,6166,Dinner for One,Comedy
27395,19629,Red Doors,Comedy
27396,19629,Red Doors,Drama
27397,12183,The Wendell Baker Story,Comedy
27398,12183,The Wendell Baker Story,Drama
27399,12183,The Wendell Baker Story,Romance
27400,56705,Crawlspace,Horror
27401,56705,Crawlspace,Thriller
27402,27337,リンダ リンダ リンダ,Comedy
27403,78318,Juarez,Drama
27404,78318,Juarez,History
27405,78318,Juarez,Romance
27406,37952,Το Λιβάδι που δακρύζει,Romance
27407,37952,Το Λιβάδι που δακρύζει,Drama
27408,37952,Το Λιβάδι που δακρύζει,History
27409,46919,Sedmikrásky,Drama
27410,46919,Sedmikrásky,Comedy
27411,1265,Bridge to Terabithia,Adventure
27412,1265,Bridge to Terabithia,Drama
27413,1265,Bridge to Terabithia,Family
27414,14137,Beer League,Comedy
27415,15689,Dead Meat,Comedy
27416,15689,Dead Meat,Action
27417,15689,Dead Meat,Horror
27418,15689,Dead Meat,Science Fiction
27419,27432,Killer of Sheep,Drama
27420,36877,Le sang d'un poète,Drama
27421,36877,Le sang d'un poète,Fantasy
27422,14891,Dirty Sanchez: The Movie,Comedy
27423,12547,Shadows in the Sun,Drama
27424,12547,Shadows in the Sun,Comedy
27425,12547,Shadows in the Sun,Romance
27426,25623,ハウス,Comedy
27427,25623,ハウス,Fantasy
27428,25623,ハウス,Horror
27429,13140,Kenny,Comedy
27430,13365,49 Up,Documentary
27431,10758,Waitress,Comedy
27432,26594,The Secret,Documentary
27433,22473,Neverwas,Drama
27434,22473,Neverwas,Fantasy
27435,22473,Neverwas,Thriller
27436,50754,7 Plus Seven,Documentary
27437,74126,Nagaya shinshiroku,Comedy
27438,74126,Nagaya shinshiroku,Drama
27439,16138,알포인트,Action
27440,16138,알포인트,History
27441,16138,알포인트,Horror
27442,13668,Catch and Release,Comedy
27443,13668,Catch and Release,Drama
27444,13668,Catch and Release,Romance
27445,7516,Smokin' Aces,Action
27446,7516,Smokin' Aces,Comedy
27447,7516,Smokin' Aces,Crime
27448,7516,Smokin' Aces,Thriller
27449,10075,Blood and Chocolate,Drama
27450,10075,Blood and Chocolate,Fantasy
27451,10075,Blood and Chocolate,Horror
27452,10075,Blood and Chocolate,Romance
27453,9760,Epic Movie,Action
27454,9760,Epic Movie,Adventure
27455,9760,Epic Movie,Comedy
27456,9966,The Messengers,Mystery
27457,9966,The Messengers,Thriller
27458,9966,The Messengers,Horror
27459,1257,Because I Said So,Comedy
27460,1248,Hannibal Rising,Crime
27461,1248,Hannibal Rising,Drama
27462,1248,Hannibal Rising,Thriller
27463,9757,Norbit,Comedy
27464,56165,Billy the Kid vs. Dracula,Action
27465,56165,Billy the Kid vs. Dracula,Comedy
27466,56165,Billy the Kid vs. Dracula,Horror
27467,90560,赤い天使,War
27468,90560,赤い天使,Drama
27469,90560,赤い天使,Foreign
27470,5206,Direktøren for det hele,Comedy
27471,14761,Cocaine Cowboys,Action
27472,14761,Cocaine Cowboys,Documentary
27473,1252,Lonely Hearts,Drama
27474,1252,Lonely Hearts,Thriller
27475,1252,Lonely Hearts,Crime
27476,1252,Lonely Hearts,Romance
27477,2062,Ratatouille,Animation
27478,2062,Ratatouille,Comedy
27479,2062,Ratatouille,Family
27480,2062,Ratatouille,Fantasy
27481,11650,Five Fingers,Drama
27482,11650,Five Fingers,Action
27483,11650,Five Fingers,Thriller
27484,12580,IZO,Action
27485,12580,IZO,Drama
27486,12580,IZO,Fantasy
27487,12580,IZO,History
27488,12580,IZO,Horror
27489,40641,Lola,Drama
27490,40641,Lola,Romance
27491,23544,The Point!,Animation
27492,23544,The Point!,Drama
27493,23544,The Point!,Family
27494,23544,The Point!,Fantasy
27495,2266,"Paris, je t'aime",Drama
27496,2266,"Paris, je t'aime",Romance
27497,5172,The Astronaut Farmer,Adventure
27498,5172,The Astronaut Farmer,Comedy
27499,5172,The Astronaut Farmer,Drama
27500,5172,The Astronaut Farmer,Science Fiction
27501,15962,Mørke,Thriller
27502,15962,Mørke,Drama
27503,9965,"Wake Up, Ron Burgundy: The Lost Movie",Comedy
27504,13127,殺破狼,Action
27505,13127,殺破狼,Crime
27506,13127,殺破狼,Drama
27507,13127,殺破狼,Thriller
27508,34866,Mafioso,Drama
27509,34866,Mafioso,Action
27510,34866,Mafioso,Comedy
27511,34866,Mafioso,Crime
27512,34866,Mafioso,Foreign
27513,37725,It's a Boy Girl Thing,Comedy
27514,37725,It's a Boy Girl Thing,Fantasy
27515,37725,It's a Boy Girl Thing,Romance
27516,40973,Myra Breckinridge,Comedy
27517,40973,Myra Breckinridge,Drama
27518,63460,Vice Squad,Action
27519,63460,Vice Squad,Drama
27520,63460,Vice Squad,Mystery
27521,63460,Vice Squad,Thriller
27522,13517,The Ugly Duckling and Me!,Family
27523,13517,The Ugly Duckling and Me!,Animation
27524,13517,The Ugly Duckling and Me!,Comedy
27525,22105,Danika,Drama
27526,22105,Danika,Horror
27527,22105,Danika,Thriller
27528,2016,Indigènes,Drama
27529,2016,Indigènes,History
27530,2016,Indigènes,War
27531,3024,The Strange Case of Dr. Jekyll and Mr. Hyde,Drama
27532,3024,The Strange Case of Dr. Jekyll and Mr. Hyde,Science Fiction
27533,3024,The Strange Case of Dr. Jekyll and Mr. Hyde,Thriller
27534,47200,Shiza,Crime
27535,47200,Shiza,Drama
27536,47200,Shiza,Romance
27537,17266,The Odyssey,Adventure
27538,17266,The Odyssey,Fantasy
27539,9828,Unknown,Crime
27540,9828,Unknown,Drama
27541,9828,Unknown,Mystery
27542,9828,Unknown,Thriller
27543,34038,Magical Mystery Tour,Music
27544,71506,Ringers - Lord of the Fans,Documentary
27545,74581,祇園の姉妹,Drama
27546,9958,Trailer Park Boys: The Movie,Comedy
27547,1250,Ghost Rider,Thriller
27548,1250,Ghost Rider,Action
27549,1250,Ghost Rider,Fantasy
27550,1250,Ghost Rider,Horror
27551,4169,Breach,Drama
27552,4169,Breach,Thriller
27553,4169,Breach,Crime
27554,4169,Breach,History
27555,16555,Daddy's Little Girls,Comedy
27556,16555,Daddy's Little Girls,Drama
27557,16555,Daddy's Little Girls,Romance
27558,11172,Music and Lyrics,Comedy
27559,11172,Music and Lyrics,Music
27560,11172,Music and Lyrics,Romance
27561,3594,The Number 23,Thriller
27562,3594,The Number 23,Drama
27563,3594,The Number 23,Mystery
27564,10090,Reno 911!: Miami,Action
27565,10090,Reno 911!: Miami,Adventure
27566,10090,Reno 911!: Miami,Comedy
27567,10090,Reno 911!: Miami,Crime
27568,7874,Black Snake Moan,Drama
27569,14845,Gray Matters,Comedy
27570,14845,Gray Matters,Romance
27571,29965,Be with Me,Drama
27572,29965,Be with Me,Romance
27573,29965,Be with Me,Foreign
27574,13916,Shooting Gallery,Comedy
27575,13916,Shooting Gallery,Drama
27576,13916,Shooting Gallery,Romance
27577,13916,Shooting Gallery,Thriller
27578,48215,カムイの剣,Animation
27579,48215,カムイの剣,Action
27580,22485,loudQUIETloud: A Film About the Pixies,Documentary
27581,22485,loudQUIETloud: A Film About the Pixies,Music
27582,13393,Babam ve oğlum,Comedy
27583,13393,Babam ve oğlum,Drama
27584,12271,Factory Girl,Drama
27585,40394,Salon Kitty,Drama
27586,17919,Human Trafficking,Drama
27587,13185,Kidulthood,Drama
27588,26655,Like Mike 2: Streetball,Comedy
27589,26655,Like Mike 2: Streetball,Drama
27590,26655,Like Mike 2: Streetball,Family
27591,42630,Lady in Cement,Mystery
27592,42630,Lady in Cement,Comedy
27593,42630,Lady in Cement,Crime
27594,42630,Lady in Cement,Drama
27595,22172,Street Trash,Comedy
27596,22172,Street Trash,Horror
27597,42721,けんかえれじい,Action
27598,42721,けんかえれじい,Comedy
27599,42721,けんかえれじい,Drama
27600,27523,Salvatore Giuliano,Action
27601,27523,Salvatore Giuliano,Drama
27602,28955,First Man Into Space,Drama
27603,28955,First Man Into Space,Horror
27604,28955,First Man Into Space,Science Fiction
27605,27313,I Drink Your Blood,Horror
27606,4638,Hot Fuzz,Crime
27607,4638,Hot Fuzz,Action
27608,4638,Hot Fuzz,Comedy
27609,68979,Dead Heat on a Merry-Go-Round,Comedy
27610,68979,Dead Heat on a Merry-Go-Round,Crime
27611,68979,Dead Heat on a Merry-Go-Round,Drama
27612,68979,Dead Heat on a Merry-Go-Round,Thriller
27613,11841,少林卅六房,Action
27614,11841,少林卅六房,Adventure
27615,28261,Mad Love,Comedy
27616,28261,Mad Love,Horror
27617,83980,The Trial of Billy Jack,Action
27618,83980,The Trial of Billy Jack,Drama
27619,94393,The Savage Innocents,Drama
27620,9695,Karla,Crime
27621,9695,Karla,Drama
27622,9695,Karla,Thriller
27623,24653,Le conseguenze dell'amore,Crime
27624,24653,Le conseguenze dell'amore,Drama
27625,1993,Nuovomondo,History
27626,1993,Nuovomondo,Drama
27627,1993,Nuovomondo,Romance
27628,28710,Kamchatka,Drama
27629,28438,The Leopard Man,Horror
27630,97548,Derecho de familia,Drama
27631,11945,Emil i Lönneberga,Comedy
27632,11945,Emil i Lönneberga,Family
27633,12554,Citizen X,Crime
27634,12554,Citizen X,Drama
27635,12554,Citizen X,History
27636,26598,Cats,Music
27637,5691,I racconti di Canterbury,Comedy
27638,5691,I racconti di Canterbury,Drama
27639,6443,Der Wald vor lauter Bäumen,Drama
27640,1738,Next,Action
27641,1738,Next,Science Fiction
27642,1738,Next,Thriller
27643,1253,Breaking and Entering,Drama
27644,1253,Breaking and Entering,Romance
27645,38021,Les Temps qui changent,Drama
27646,38021,Les Temps qui changent,Foreign
27647,38021,Les Temps qui changent,Romance
27648,15325,God Grew Tired of Us,Documentary
27649,34389,Iraq in Fragments,Documentary
27650,34389,Iraq in Fragments,Foreign
27651,15163,Amazing Grace,Drama
27652,14375,Romanzo criminale,Drama
27653,10845,2001 Maniacs,Comedy
27654,10845,2001 Maniacs,Horror
27655,31659,Wise Guys,Comedy
27656,31659,Wise Guys,Crime
27657,15582,Teen Wolf Too,Comedy
27658,15582,Teen Wolf Too,Fantasy
27659,15582,Teen Wolf Too,Family
27660,42999,La commare secca,Drama
27661,42999,La commare secca,Thriller
27662,42999,La commare secca,Mystery
27663,42999,La commare secca,Foreign
27664,31015,Body Count,Action
27665,31015,Body Count,Thriller
27666,1949,Zodiac,Crime
27667,1949,Zodiac,Drama
27668,1949,Zodiac,Mystery
27669,1949,Zodiac,Thriller
27670,11330,Pusher 3,Action
27671,11330,Pusher 3,Thriller
27672,11330,Pusher 3,Crime
27673,99259,Kahdeksan surmanluotia,Drama
27674,10942,Babylon 5: The Gathering,Science Fiction
27675,10942,Babylon 5: The Gathering,Action
27676,10942,Babylon 5: The Gathering,Adventure
27677,7006,White Noise 2: The Light,Thriller
27678,7006,White Noise 2: The Light,Drama
27679,7006,White Noise 2: The Light,Horror
27680,7006,White Noise 2: The Light,Fantasy
27681,27040,Meshes of the Afternoon,Crime
27682,27040,Meshes of the Afternoon,Mystery
27683,27040,Meshes of the Afternoon,Thriller
27684,11199,Wild Hogs,Action
27685,11199,Wild Hogs,Adventure
27686,11199,Wild Hogs,Comedy
27687,41393,Zyzzyx Road,Thriller
27688,9784,Man About Town,Comedy
27689,9784,Man About Town,Drama
27690,9784,Man About Town,Romance
27691,25530,First On the Moon,Mystery
27692,25530,First On the Moon,Science Fiction
27693,36610,El Lobo,Thriller
27694,50812,Unfaithfully Yours,Comedy
27695,50812,Unfaithfully Yours,Romance
27696,27864,The Lathe of Heaven,Drama
27697,27864,The Lathe of Heaven,Fantasy
27698,27864,The Lathe of Heaven,Science Fiction
27699,27864,The Lathe of Heaven,Thriller
27700,8965,Atlantis: Milo's Return,Fantasy
27701,8965,Atlantis: Milo's Return,Animation
27702,8965,Atlantis: Milo's Return,Science Fiction
27703,8965,Atlantis: Milo's Return,Family
27704,8965,Atlantis: Milo's Return,Action
27705,14710,The Westerner,Action
27706,14710,The Westerner,Western
27707,14710,The Westerner,Romance
27708,14624,The Ultimate Gift,Romance
27709,14624,The Ultimate Gift,Drama
27710,14624,The Ultimate Gift,Family
27711,1271,300,Action
27712,1271,300,Adventure
27713,1271,300,War
27714,10790,The Abandoned,Horror
27715,10790,The Abandoned,Thriller
27716,18019,Julius Caesar,Drama
27717,18019,Julius Caesar,History
27718,64142,Three Smart Girls,Comedy
27719,64142,Three Smart Girls,Romance
27720,64142,Three Smart Girls,Music
27721,61648,Something in the Wind,Comedy
27722,14055,Starter for 10,Drama
27723,14055,Starter for 10,Comedy
27724,14055,Starter for 10,Romance
27725,2267,The Last Mimzy,Adventure
27726,2267,The Last Mimzy,Family
27727,6691,Hors de prix,Drama
27728,6691,Hors de prix,Comedy
27729,6691,Hors de prix,Romance
27730,1255,괴물,Horror
